id_especie,nome_cientifico,nome_popular_1,genero,especie,familia,autor_nome_cientifico,municipio_coleta,estado_coleta,arvore_altura_comercial_m,arvore_dap_cm,arvore_das_cm,densidade_basica,densidade_seca,densidade_verde,densidade_aparente,contracao_tangencial,contracao_radial,contracao_volumetrica,relacao_tangencial_radial,flexao_verde_moe,flexao_verde_mor,flexao_seca_moe,flexao_seca_mor,compressao_paralela_verde,compressao_paralela_seca,compressao_perpendicular_verde,compressao_perpendicular_seca,dureza_janka_paralela_verde,dureza_janka_paralela_seca,dureza_janka_transversal_verde,dureza_janka_transversal_seca,tração_perpendicular_verde,tração_perpendicular_seca,fendilhamento_verde,fendilhamento_seca,cisalhamento_verde,cisalhamento_seca,extração_pregos_paralela_verde,extração_pregos_paralela_seca,extração_pregos_perpendicular_verde,extração_pregos_perpendicular_seca,cor_cerne_classificacao,textura,gra,brilho,cheiro,sabor,figura_tangencial,figura_radial,cerne_alburno,camadas_de_crescimento,secagem_duracao_dias,secagem_umidade_inicial,secagem_umidade_final,secagem_programa_utilizado,secagem_número_amostras,densidade_classificacao,compressaofco_classificacao,compressaofc90_classificacao,contracao_radial_classificacao,contracao_volumetrica_classificacao,dureza_paralela_classificacao,dureza_tranversal_classificacao,classificacao_tempo_secagem,Modulo_elasticidade_classificacao,cisalhamento_classificacao,dap_cm,altura_m,densidade,biomassa_kg,carbono_kg,co2_kg
269,Virola multicostata,UCUÚBA / VIROLA,Virola,multicostata,Myristicaceae,Ducke,Juruá-Solimões,AM,22,61, , , , , ,"8,36","2,57", ,"3,25","6,57","30,79",10,"56,88","13,93","37,95","1,77","2,84","2765,48","3196,98","2343,8","2206,5","2,26","3,73","304,01","313,81","5,49","6,37",   ,   ,   ,   ,marrom,fina a média,direita,moderado,imperceptível, ,"em forma de `U´ e em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas","destacada, causada pelas linhas vasculares e pelo contraste dos raios",indistintos,pouco distintas, , , , , ,Pesada,Média,Baixa,Baixa,Alta,Baixa,Baixa,Muito Lenta > 20,Médio,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
270,Virola surinamensis,VIROLA / UCUÚBA-CHEIrosa,Virola,surinamensis,Myristicaceae,(Rol.) Warb.,Juruá-Solimões,AM,18,60,60,"0,35","0,4","1,09","0,44","8,58","3,24","11,96","2,65","7,55","34,42","8,53","57,76","15,1","35,5","1,37","2,75","1951,53","4020,74","1569,07","2775,29","1,96","2,65","196,13","402,07","4,22","8,63",   ,   ,   ,   ,marrom,fina a média,direita,moderado,imperceptível, ,"em forma de `U´ e em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas","destacada, causada pelas linhas vasculares e pelo contraste dos raios",indistintos,distintas, , , , , ,Leve,Média,Baixa,Baixa,Média,Média,Baixa,Muito Lenta > 20,Baixo,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
267,Virola surinamensis = Virola carinata,UCUÚBA-DA-MATA,Virola,carinata,Myristicaceae,(Benth.) Warb.,Juruá-Solimões,AM,15,52,52,"0,38","0,44","1,07","0,48","9,61","4,46","13,88","2,15","8,63","36,58",10,"62,08","17,46","39,42","1,86","2,45","2383,02", ,"2167,28", ,"2,55","2,16","254,97","304,01","5,39","5,59",   ,   ,   ,   ,marrom,fina a média,direita,moderado,imperceptível, ,"em forma de `U´ e em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",destacada causada pelas linhas vasculares e pelo contraste dos raios,distintos,distintas,36,"156,4","10,8",médio,24,Leve,Média,Baixa,Baixa,Média,Alta,Alta,Muito Lenta > 20,Médio,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
182,Parahancornia fasciculata = Parahancornia amapa,AMAPA AMARGOSO,Parahancornia,amapa,Apocynaceae,(Huber) Ducke,Flona de Caxiuanã,PA,11,51, ,"0,46","0,52","1,13","0,56","6,8","3,7","10,7","1,84","9,12","54,23","11,08","89,04","24,71","45,9","3,24","5,98","3040,07","5295,6","2461,48","3510,79","3,33","3,92","460,91","509,95","6,86","9,61","500,14","970,86","804,15","1.421,97",branca,fina,revessa,ausente,imperceptível, ,"pouco destacada, causada pelas linhas vasculares","pouco destacada, causada pelos raios",indistintos,pouco distintas,6,122,"8,4",forte,24,Leve,Média,Baixa,Baixa,Baixa,Média,Baixa,Rápida - 4 a 8,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
284,Alexa grandiflora,MELANCIEIRA  ,Alexa,grandiflora,Fabaceae,Ducke,Santarém,PA,12,79, ,"0,6", ,"1,17", ,"9,9","4,7","14,5","2,11","9,61","68,25","13,04","109,25","34,13","58,25","8,43","9,41","5128,89","7531,53","5187,73","6335,11","4,51","4,71", , ,"8,34","11,96",   ,   ,   ,   ,amarela,média a grossa,cruzada ondulada, , , ,ausente,fraco,indistintos,pouco distintas,21, , , , ,Média,Alta,Baixa,Baixa,Alta,Média,Média,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
11,Anacardium spruceanum,CAJUAÇU,Anacardium,spruceanum,Anacardiaceae,Benth. ex Engl.,Santarém,PA,14,66, ,"0,42", ,"1,04", ,6,"2,9","9,4","2,07","8,24","43,74","9,81","64,14","20,69","36,48","2,94","4,41","2716,45","3824,6","2196,7","2490,9","2,84","2,84", , ,"6,08","6,77",   ,   ,   ,   ,branca,média,cruzada revessa,fraco, , ,ausente, ,indistintos,pouco distintas,145, , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Baixa,Muito Lenta > 20,Médio,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
16,Apeiba echinata,PAU-DE-JANGADA,Apeiba,echinata,Tiliaceae,Gaertn.,Santarém,PA,9,50, ,"0,36", ,"0,78", ,"6,5","2,3","9,3","2,83","5,69","41,48","6,67","52,86","20,01","31,77","2,94","4,41","2804,71","3824,6","2098,63","2481,09","2,65","2,94", ,,"4,71","6,18",   ,   ,   ,   ,branca,média a grossa,direita,fraco, , ,ausente, ,indistintos,"distintas, irregulares",3, , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Baixa,Muito rápida < 4,Baixo,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
26,Bertholletia excelsa,CASTANHEIRA,Bertholletia,excelsa,Lecythidaceae,H.B.K.,Santarém,PA,17,65, ,"0,63", ,"1,12", ,"9,4","4,7","13,2",2,"10,1","76,79","12,55","116,01","35,99","58,35","5,79","9,9","5079,86","8070,89","5177,92","6541,05","3,73","4,22", , ,"7,75","11,47",   ,   ,   ,   ,marrom,média,direita,médio, , ,forma de V, ,pouco distintos,"distintas, regulares",215, , , , ,Média,Alta,Baixa,Baixa,Média,Alta,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
27,Bixa arborea,URUCU-DA-MATA,Bixa,arborea,Bixaceae,Huber,Santarém,PA,9,48, ,"0,32", ,"0,88", ,6,"2,6","9,1","2,31","6,37","44,42","7,55","54,43","21,67","35,79","2,35","3,92","2785,1","3883,44","1510,23","1941,72","2,06","2,35", , ,"5,1","6,28",   ,   ,   ,   ,rosa,média,direita, , , ," Figura radial em linhas, quando presentes anéis de crescimento",médio,indistintos,pouco distintas,3, , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Baixa,Muito rápida < 4,Baixo,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
34,Brosimum parinarioides,AMAPÁ-DOCE,Brosimum,parinarioides,Moraceae,Ducke,Santarém,PA,13,57, ,"0,57", ,"1,13", ,"7,7","4,5","12,6","1,71","8,83","67,47","11,28","102,28","33,64","56,98","5,39","8,04","4844,5","7198,1",4413,"5560,38","3,82","2,94", , ,"7,85",10,   ,   ,   ,   ,marrom,média,cruzada revessa, , , ,ausente,fraco,distinto na base da árvore - marrom-pálido,pouco distintas,3, , , , ,Média,Alta,Baixa,Baixa,Média,Média,Média,Muito rápida < 4,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
35,Brosimum potabile,AMAPÁ-DOCE,Brosimum,potabile,Moraceae,Ducke,Santarém,PA,15,60, ,"0,53", ,"1,13", ,"6,8","4,1","11,9","1,66","8,73","66,59","10,79","97,18","31,87","55,02","4,02","8,24","4550,3","7247,13","4236,48","5266,18","3,53","3,14", , ,"7,45","10,2",   ,   ,   ,   ,vermelha,média,cruzada revessa, , , ,ausente,"fraco Casca: espessura 1,  2,5 cm (lisa, contém látex)",distintos,indistintas,25, , , , ,Média,Alta,Baixa,Baixa,Média,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
36,Brosimum rubescens,CONDURU / PAU-VERMELHO,Brosimum,rubescens,Moraceae,Taub.,Santarém,PA,12,54, ,"0,73", ,"1,2", ,"7,8","5,3","13,2","1,47","12,75","104,24","14,61","136,7","51,78","71,29","11,67","12,26","7639,4","10493,14","7021,58","9002,53","4,02","4,12", , ,"11,18","13,44",   ,   ,   ,   ,vermelha,média,cruzada revessa, , , ,ausente,fraco,distintos,pouco distintas,165, , , , ,Pesada,Alta,Baixa,Baixa,Média,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
43,Buchenavia grandis = Buchenavia huberi,CUIARANA,Buchenavia,huberi,Combretaceae,Ducke,Santarém,PA,15,60,60,"0,79", ,"1,24", ,"9,1",6,"14,7","1,52","12,94","101,5","15,3","154,95","52,76","83,65","10,3",,"9375,18","13317,46","9639,96","11630,72","5,79","4,51", , ,"10,4","16,38",   ,   ,   ,   ,marrom,direita, irregulares,fraco, , ,média a fina,ausente,pouco distintos,distintas,7, , , , ,Pesada,Alta,,Baixa,Alta,Alta,Alta,Rápida - 4 a 8,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
51,Carapa guianensis,ANDIROBA,Carapa,guianensis,Meliaceae,Aubl.,Santarém,PA,12,60, ,"0,59", ,"1,03", ,"8,1","4,4","12,6","1,84","9,32","73,75","11,77","107,19","36,28","59,72","5,49","8,83","5717,29","8247,41","5158,31","6276,27","4,9","4,02", , ,"9,41","10,89",   ,   ,   ,   ,marrom,média,direita a cruzada revessa, , , ,ausente,fraco,distintos,pouco distintas,35, , , , ,Média,Alta,Baixa,Baixa,Média,Alta,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
62,Ceiba pentandra,SUMAÚMA,Ceiba,pentandra,Bombacaceae,(L.) Gaertn.,Santarém,PA,20,75,75,"0,29", ,"1,01", ,"5,5","2,7","9,3","2,04","4,22","26,38","4,41","39,13","12,55","23,73","1,57","1,86","1461,19","2314,38","1304,29","1510,23","1,77","1,86", , ,"2,94","3,73",   ,   ,   ,   ,branca,média a grossa,direita a cruzada irregular,fraco, , ,ausente, ,indistintos,indistintas,25, , , , ,Leve,Baixa,Baixa,Baixa,Baixa,Baixa,Baixa,Muito Lenta > 20,Baixo,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
66,Copaifera duckei,COPAÍBA,Copaifera,duckei,Caesalpiniaceae,Dwyer,Santarém,PA,13,60, ,"0,62", ,"1,11", ,"8,2","4,1","12,5",2,"11,08","73,84","12,06","115,62","34,32","58,84","6,37","9,71","5275,99","8502,39","5325,02","6511,63","4,31","4,31", , ,"8,92","11,96",   ,   ,   ,   ,marrom,média,direita,médio, , ,em linhas,forma de V,distintos,pouco distintas,6, , , , ,Média,Alta,Baixa,Baixa,Média,Alta,Média,Rápida - 4 a 8,Médio,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
68,Copaifera reticulata,COPAÍBA,Copaifera,reticulata,Caesalpiniaceae,Ducke,Santarém,PA,13,60, ,"0,62", ,"1,11", ,"8,2","4,1","12,5",2,"11,08","73,84","12,06","115,62","34,32","58,84","6,37","9,71","5275,99","8502,39","5325,02","6511,63","4,31","4,31", , ,"8,92","11,96",   ,   ,   ,   ,marrom,média,direita,médio, , ,em linhas,em forma de V,distintos,pouco distintas,6, , , , ,Média,Alta,Baixa,Baixa,Média,Alta,Média,Rápida - 4 a 8,Médio,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
72,Cordia bicolor,FREIJÓ,Cordia,bicolor,Boraginaceae,A.DC.,Santarém,PA,12,53, ,"0,49", ,"1,1", ,"11,7","6,3",18,"1,86","9,41","55,02","11,87","81,3","27,16","49,92","2,94","3,73","3618,66","5619,22","3363,69","4285,52","2,75","3,33", , ,"5,79","7,65",   ,   ,   ,   ,marrom,média,direita,fraco, , ,em linhas,"formato de chama ou ""V""",indistintos,distintas irregulares,7, , , , ,Leve,Alta,Baixa,Baixa,Alta,Média,Média,Rápida - 4 a 8,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
73,Cordia goeldiana,FREIJÓ,Cordia,goeldiana,Boraginaceae,Huber,Santarém,PA,17,53, ,"0,48", ,"0,92", ,"6,6","4,1","10,6","1,61","8,34","63,74","10,2","91,4","32,17","50,7","3,33","6,08","4099,19","5962,46","3530,4","4432,62","3,43","3,04", , ,"6,67","8,34",   ,   ,   ,   ,marrom,média,direita a cruzada revessa,fraco, , ,"linhas (radial), formato de chamas (tangencial)", ,distintos,"distintas, irregulares",15, , , , ,Leve,Alta,Baixa,Baixa,Baixa,Média,Média,"Moderadamente Lenta - 12,1 a 16",Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
74,Cordia sagotii,FREIJÓ,Cordia,sagotii,Boraginaceae,I.M.Johnst.,Santarém,PA,22,60, ,"0,5", ,"0,92", ,"7,7","3,8","11,3","2,03","9,51","65,51","9,81","86,4","32,36","47,86","4,12", ,"3844,22","5148,5","3589,24","3922,67","2,55","3,43", , ,"6,08","7,55",   ,   ,   ,   ,marrom,média,direita,fraco, , ,"linhas (radial), forma de V ou chama (tangencial)", ,distintos,"distintas, irregulares", , , , , ,Média,Média,Alta,Baixa,Baixa,Média,Média,Muito Lenta > 20,Médio,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
77,Couratari guianensis,TAUARI,Couratari,guianensis,Lecythidaceae,Aubl.,Santarém,PA,15,60,60,"0,52", ,"1,11", ,"6,1","3,6","10,4","1,69","9,22","67,18","11,47","104,05","31,77","53,94","5,69","7,75","4717,01","6521,44","4207,06","5060,24","5,1","4,12", , ,"8,14","10,2",   ,   ,   ,   ,amarela,média,direita,fraco, , ,ausente, ,indistintos,pouco distintas,3, , , , ,Média,Alta,Baixa,Baixa,Baixa,Média,Média,Muito rápida < 4,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
117,Couratari oblongifolia,TAUARI,Couratari,oblongifolia,Lecythidaceae,Ducke & R.Knuth,Santarém,PA,12,62,62,"0,49", ,"1,09", ,"6,1","3,6","10,4","1,69","9,32","57,76","10,59","88,75","27,16","46,78","4,51","6,08","3726,54","5315,22","3491,18","3726,54","3,24","3,63", , ,"6,77","8,53",   ,   ,   ,   ,amarela,média,direita,fraco, , ,ausente, ,indistintos,pouco distintas,35, , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
80,Couratari stellata,TAUARI,Couratari,stellata,Lecythidaceae,A.C.Sm.,Santarém,PA,12,53,53,"0,65", ,"1,13", ,"7,8","5,8","13,4","1,34","13,14","97,09","14,32","134,06","44,52","69,14","8,14","11,57","6815,64","8776,97","6658,73","6962,74","5,3","4,51", , ,"9,61","12,85",   ,   ,   ,   ,marrom,média,direita,fraco, , ,"linhas (radial), forma de V (tangencial)", ,indistintos,"distintas, regulares",4, , , , ,Média,Alta,Baixa,Baixa,Média,Alta,Média,Rápida - 4 a 8,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
84,Diclinanona calycina,EMBIRA-preta,Diclinanona,calycina,Annonaceae,(Diels) R.E.Fr.,Santarém,PA,13,56, ,"0,47", ,"1,07", ,"10,1","3,2","13,6","3,16","8,83","63,65","11,08","93,56","26,97","48,84",, ,"3206,78","5060,24","3187,17","3952,09","3,04","3,04", , ,"5,98","7,45",   ,   ,   ,   ,cinza,média,direita,forte, , ,forma de V (tangencial), ,indistintos,"distintas, regulares, ondulados",85, , , , ,Leve,Alta,Alta,Baixa,Média,Média,Média,Muito Lenta > 20,Médio,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
94,Enterolobium maximum,TAMBORIL,Enterolobium,maximum,Mimosaceae,Ducke,Santarém,PA,10,58, ,"0,42", ,"1,05", ,"4,6","2,3","6,8",2,"7,75","55,8","9,22","81,98","28,44","42,56","5,79","5,88","3324,46","4942,56","2912,58","3324,46","2,94","3,04", , ,"5,98","7,65",   ,   ,   ,   ,marrom,média,cruzada revessa,médio, , ,ausente, ,distintos,pouco distintas,45, , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Baixa,Muito Lenta > 20,Baixo,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
96,Eriotheca longipedicellata,SUMAÚMA-DA-TERRA-FIRME,Eriotheca,longipedicellata,bombacaceae,(Ducke) A.Robyns,Santarém,PA,15,70,70,"0,45", ,"1,08", ,"9,8","4,5","14,9","2,18","7,85","47,86","10,4","87,77","22,36","47,66","3,33","5,88","2892,97","6178,21","2667,42","4599,33","2,16","3,53", , ,"5,2","8,14",   ,   ,   ,   ,marrom,média,direita a cruzada revessa,fraco, , ,"linhas (radial), forma de V (tangencial)", ,indistintos,"distintas, irregulares",55, , , , ,Leve,Média,Baixa,Baixa,Alta,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
98,Erisma uncinatum,CEDRINHO,Erisma,uncinatum,Vochysiaceae,Warm.,Santarém,PA,13,64, ,"0,48", ,"1,1", ,"8,7","3,6","12,9","2,42","8,53","57,86","10,4","86,1","29,42","51,48","3,24","5,98","3765,76","5619,22","3177,36","3912,86","2,65","2,84", , ,"5,98","8,73",   ,   ,   ,   ,marrom,média,direita,fraco, , ,ausente, ,distintos,pouco distintas,55, , , , ,Leve,Alta,Baixa,Baixa,Média,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
132,Iryanthera grandis,UCUUBARANA,Iryanthera,grandis,Myristicaceae,Ducke,Santarém,PA,13,60, ,"0,63", ,"1,12", ,"8,7","5,4","13,5","1,61","10,69","72,47","12,45","106,4","35,3","59,72","5,3","8,14","4059,96","5177,92","4314,94","5315,22","4,12","4,61", , ,"7,94","9,61",   ,   ,   ,   ,marrom,média a fina,direita,médio, , ,forma de V (tangencial), ,distintos,indistintas,12, , , , ,Média,Alta,Baixa,Baixa,Média,Média,Média,"Moderadamente Rápida - 8,1 a 12",Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
133,Jacaranda copaia,CAROBA / PARAPARÁ,Jacaranda,copaia,Bignoniaceae,(Aubl.) D.Don,Santarém,PA,13,57, ,"0,31", ,"0,84", ,"8,2","5,4","13,9","1,52","6,96","33,93","8,73","55,11","15,4","30,69","1,47","3,04","1990,76","3295,04","1372,93","1882,88","1,67","2,84", , ,"3,92","5,98",   ,   ,   ,   ,branca,média,direita,fraco, , ,ausente, ,indistintos,pouco distintas,3, , , , ,Leve,Média,Baixa,Baixa,Média,Baixa,Baixa,Muito rápida < 4,Baixo,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
134,Joannesia heveoides,CASTANHA-DE-ARARA,Joannesia,heveoides,Euphorbiaceae,Ducke,Santarém,PA,12,57, ,"0,39", ,"1,03", ,"6,1","2,8","9,8","2,18","6,77","39,52","8,24","63,65","20,1","34,42","2,26","4,81","2441,86","3844,22","1980,95","2588,96","2,65","3,24", , ,"5,2","5,88",   ,   ,   ,   ,branca,média a grossa,direita,fraco, , ,ausente, ,indistintos,pouco distintas,3, , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Baixa,Muito rápida < 4,Baixo,Baixo,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
135,Laetia procera,PAU-JACARÉ,Laetia,procera,Flacourtiaceae,(Poepp.) Eichl.,Santarém,PA,13,60, ,"0,68", ,"1,16", ,"11,3","5,4","17,2","2,09","13,83","78,36","15,3","127,09","36,68","64,72","6,18","9,81","6286,08","10708,89","5619,22","8551,42","5,79","4,9", , ,"8,63","13,14",   ,   ,   ,   ,amarela,média a fina,direita a cruzada ondulada,fraco, , ,ausente, ,indistintos,pouco distintas,45, , , , ,Média,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
144,Lueheopsis duckeana,AÇOITA-CAVALO,Lueheopsis,duckeana,Tiliaceae,Burret,Santarém,PA,11,55, ,"0,64", ,"1,12", ,"9,3","4,7","13,7","1,98","11,96","79,83","13,53","124,64","37,46","59,82","6,08","10,69","5962,46","9541,89","5884,01","8012,05","3,73","4,61", ,0,"8,24","11,77",   ,   ,   ,   ,marrom,média a fina,cruzada revessa,fraco, , ,ausente, ,indistintos,indistintas,25, , , , ,Média,Alta,Baixa,Baixa,Média,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
154,Maquira sclerophylla,MUIRATINGA,Maquira,sclerophylla,Moraceae,(Ducke) C.C.Berg.,Santarém,PA,10,53, ,"0,57", ,"1,09", ,"9,4","4,2","13,7","2,24","10,2","75,32","11,28","110,72","36,28","60,61","5,49","8,43","5491,74","8257,22","5079,86","6178,21","4,9","3,92", , ,"8,73","11,96",   ,   ,   ,   ,branca,média,direita a cruzada revessa,fraco, , ,ausente, ,indistintos,pouco distintas,2, , , , ,Média,Alta,Baixa,Baixa,Média,Alta,Média,Muito rápida < 4,Médio,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
157,Mezilaurus itauba,ITAÚBA / ITAÚBA-vermelha,Mezilaurus,itauba,Lauraceae,(Meisn.) Taub. ex Mez,Santarém,PA,14,60, ,"0,7", ,"1,14", ,"7,9","2,6","10,5","3,04","10,4","85,61","12,06","112,19","41,29","57,17","9,32","10,79","5344,64","5393,67","5766,32","5795,74","5,39","4,61", , ,"9,81","10,1",   ,   ,   ,   ,oliva,média a fina,direita a cruzada ondulada,fraco, , ,ausente, ,distintos,pouco distintas,23, , , , ,Média,Alta,Baixa,Baixa,Baixa,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
158,Mezilaurus lindaviana,ITAÚBA,Mezilaurus,lindaviana,Lauraceae,Schwack. & Mez,Santarém,PA,8,51, ,"0,68", ,"1,09", ,"8,3","3,3","11,6","2,52","10,2","74,04","12,55","114,74","35,79","56,19","8,73","9,51","4216,87","4432,62","4295,32",4413,"4,51","4,02", , ,"8,34","8,43",   ,   ,   ,   ,marrom,média a fina,direita a cruzada ondulada,fraco, , ,ausente, ,distintos,pouco distintas,185, , , , ,Média,Alta,Baixa,Baixa,Média,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
176,Onychopetalum amazonicum,ENBIRA-preta,Onychopetalum,amazonicum,Annonaceae,R.E.Fr.,Santarém,PA,7,46, ,"0,64", ,"1,04", ,"8,7","3,9","12,7","2,23","12,16","85,51","13,73","124,05","42,66","69,63","4,61","6,28","5942,85","8061,09","5658,45","6815,64","2,65","2,84", , ,"7,45","10,2",   ,   ,   ,   ,amarela,média,direita,fraco, , ,linhas (radial), ,indistintos,pouco distintas,9, , , , ,Média,Alta,Baixa,Baixa,Média,Alta,Média,"Moderadamente Rápida - 8,1 a 12",Alto,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
185,Parkia multijuga,FAVEIRA,Parkia,multijuga,Mimosaceae,Benth.,Santarém,PA,14,55, ,"0,38", ,"1,09", ,7,"2,9","9,8","2,41","7,06","48,94","8,63","60,61","22,56","36,97","3,63","5,59","3226,4","4010,93","2834,13","2971,42","3,63","3,82", , ,"6,47","8,04",   ,   ,   ,   ,branca,média,direita a cruzada revessa,médio, , ,ausente, ,indistintos,"distintas, regulares",25, , , , ,Leve,Média,Baixa,Baixa,Baixa,Média,Baixa,Muito Lenta > 20,Baixo,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
193,Peltogyne cf subsessilis,ANGICO,Piptadenia,gonoacantha,Mimosaceae,(Mart.) Macbr.,Santarém,PA,13,65,65,"0,79","0,91","1,26","0,97","8,67","4,96","13,36","1,75","13,73","107,68","15,69","158,38","52,56","118,37","15,89","17,46","9600,73","12768,29","10424,5","13082,1","4,12","5,88","725,69","872,79","13,44","15,49",   ,   ,   ,   ,marrom,média,direita,ausente,imperceptível, ,"destacada, causada pelas linhas vasculares","pouco destacada, causada pela grã e pelas linhas vasculares",distintos,distintas,66,"58,2","11,5",suave,24,Pesada,Alta,Baixa,Baixa,Média,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
210,Protium heptaphyllum,BREU,Protium,heptaphyllum,Burseraceae,(Aubl.) March.,Santarém,PA,2,39, ,"0,55", , , ,"8,4","4,1","12,6","2,05","9,41","64,33","9,81","85,12","29,62","48,05","4,02","6,77","3912,86","4452,23","3569,63","3903,06","3,33","5,39", , ,"7,94","9,81",   ,   ,   ,   ,marrom,média a fina,direita,forte, , ,ausente, ,pouco distintos,indistintas,5, , , , ,Média,Média,Baixa,Baixa,Média,Média,Média,Rápida - 4 a 8,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
195,Pseudopiptadenia suaveolens =Piptadenia suaveolens,TIMBORANA,Piptadenia,suaveolens,Mimosaceae,Miq.,Santarém,PA,9,56,56,"0,76","0,87","1,17", ,"8,3","5,1","13,1","1,63","13,14","105,81","15,4","146,9","53,05","78,26","8,73","13,93","7247,13","8806,39","8188,57","9600,73","4,51","5,3","657,05","666,85","13,63","15,89",   ,   ,   ,   ,marrom,média,cruzada irregular,moderado,imperceptível imperceptível, ,em linhas vasculares e faixas causadas por destaque de anéis de crescimento,"em faixas longitudinais estreitas, causadas por anéis de crescimento",pouco distintos a indistintos,distintas,42, , ,suave, ,Pesada,Alta,Baixa,Baixa,Média,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
216,Qualea gracilior = Qualea cf lancifolia,MANDIOQUEIRA,Qualea,cf. lancifolia,Vochysiaceae,Ducke,Santarém,PA,12,59, ,"0,58", ,"1,15", ,"8,1","3,1","11,5","2,61","11,57","68,16","12,55","107,58","31,97","58,84","5,3","6,86","4971,98","5746,71","4609,14","4766,04","4,31","4,12", , ,"7,75","10,3",   ,   ,   ,   ,amarela,média,direita a cruzada ondulada,fraco, , ,em forma de V ,em linhas, ,"distintas, regulares",4, , , , ,Média,Alta,Baixa,Baixa,Média,Média,Média,Rápida - 4 a 8,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
